"Seq_ID	subsample	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq"
"CS00068	0.075	NC_017592.1	1	2036867	2364042	1127195	55.3396	125.32	35.7	34.7"
"CS00068	0.125	NC_017592.1	1	2036867	3939057	1279640	62.8239	208.89	35.7	34.7"
"CS00068	0.1	NC_017592.1	1	2036867	3150684	1212281	59.5169	167.073	35.7	34.7"
"CS00068	0.25	NC_017592.1	1	2036867	7875412	1464512	71.9002	417.688	35.7	34.7"
"CS00068	0.5	NC_017592.1	1	2036867	15754893	1623067	79.6845	835.582	35.7	34.7"
"CS00068	1.0	NC_017592.1	1	2036867	31501941	1755875	86.2047	1669.81	35.7	34.7"
"CS00069	0.025	NC_017592.1	1	2036867	541392	409180	20.0887	19.6147	35.7	19.2"
"CS00069	0.05	NC_017592.1	1	2036867	1084122	570760	28.0215	39.349	35.7	19.2"
"CS00069	0.075	NC_017592.1	1	2036867	1628129	678806	33.326	59.0859	35.7	19.2"
"CS00069	0.125	NC_017592.1	1	2036867	2713220	823146	40.4124	98.5175	35.7	19.2"
"CS00069	0.1	NC_017592.1	1	2036867	2170257	761440	37.3829	78.7903	35.7	19.2"
"CS00069	0.25	NC_017592.1	1	2036867	5430234	1026783	50.4099	197.192	35.7	19.3"
"CS00069	0.5	NC_017592.1	1	2036867	10862577	1241983	60.9752	394.426	35.7	19.3"
"CS00069	1.0	NC_017592.1	1	2036867	21721562	1426691	70.0434	788.594	35.7	19.3"
"CS00070	0.025	NC_017592.1	1	2036867	294266	111262	5.46241	4.52503	35.4	4.84"
"CS00070	0.05	NC_017592.1	1	2036867	587160	158723	7.79251	9.01919	35.4	4.87"
"CS00070	0.075	NC_017592.1	1	2036867	880764	201073	9.87168	13.5325	35.4	4.88"
"CS00070	0.125	NC_017592.1	1	2036867	1470454	267198	13.1181	22.5704	35.4	4.88"
"CS00070	0.1	NC_017592.1	1	2036867	1174170	236925	11.6318	18.0302	35.4	4.88"
"CS00070	0.25	NC_017592.1	1	2036867	2943768	367308	18.033	45.1939	35.4	4.91"
"CS00070	0.5	NC_017592.1	1	2036867	5882614	496799	24.3904	90.2904	35.4	4.92"
"CS00070	1.0	NC_017592.1	1	2036867	11763663	635923	31.2206	180.476	35.4	4.91"
"CS00071	0.025	NC_017592.1	1	2036867	297493	31770	1.55975	3.57324	35.5	5.76"
"CS00071	0.05	NC_017592.1	1	2036867	593539	45228	2.22047	7.12908	35.5	5.73"
"CS00071	0.075	NC_017592.1	1	2036867	889415	56773	2.78727	10.6871	35.5	5.74"
"CS00071	0.125	NC_017592.1	1	2036867	1482423	71868	3.52836	17.8081	35.5	5.75"
"CS00071	0.1	NC_017592.1	1	2036867	1185738	64173	3.15057	14.245	35.5	5.75"
"CS00071	0.25	NC_017592.1	1	2036867	2967987	96450	4.73521	35.6526	35.5	5.75"
"CS00071	0.5	NC_017592.1	1	2036867	5930998	130414	6.40268	71.2436	35.5	5.75"
"CS00071	1.0	NC_017592.1	1	2036867	11862041	174434	8.56384	142.481	35.5	5.75"
"CS00072	0.025	NC_017592.1	1	2036867	1938030	1332908	65.4391	107.94	35.6	44.6"
"CS00072	0.05	NC_017592.1	1	2036867	3876132	1526989	74.9675	215.931	35.6	44.6"
"CS00072	0.075	NC_017592.1	1	2036867	5812708	1628914	79.9715	323.888	35.6	44.6"
"CS00072	0.125	NC_017592.1	1	2036867	9689690	1735287	85.1939	540.034	35.6	44.6"
"CS00072	0.1	NC_017592.1	1	2036867	7752960	1690922	83.0158	432.03	35.6	44.6"
"CS00072	0.25	NC_017592.1	1	2036867	19376192	1835409	90.1094	1079.89	35.6	44.6"
"CS00072	0.5	NC_017592.1	1	2036867	38752723	1896758	93.1213	2159.5	35.6	44.6"
"CS00072	1.0	NC_017592.1	1	2036867	77485054	1929820	94.7445	4310.62	35.6	44.6"
"CS00073	0.025	NC_017592.1	1	2036867	1183017	840097	41.2446	60.5688	35.7	36"
"CS00073	0.05	NC_017592.1	1	2036867	2367213	1049583	51.5293	121.225	35.7	36"
"CS00073	0.075	NC_017592.1	1	2036867	3551939	1167380	57.3125	181.867	35.7	36"
"CS00073	0.125	NC_017592.1	1	2036867	5919348	1306879	64.1612	303.168	35.7	36"
"CS00073	0.1	NC_017592.1	1	2036867	4735383	1246817	61.2125	242.497	35.7	36"
"CS00073	0.25	NC_017592.1	1	2036867	11840223	1484129	72.8633	606.424	35.7	36"
"CS00073	0.5	NC_017592.1	1	2036867	23690827	1631782	80.1123	1213.47	35.7	36"
"CS00073	1.0	NC_017592.1	1	2036867	47373695	1750203	85.9262	2426.69	35.7	36"
"CS00074	0.025	NC_017592.1	1	2036867	486035	325868	15.9985	15.2252	35.7	16.1"
"CS00074	0.05	NC_017592.1	1	2036867	972094	443275	21.7626	30.4243	35.7	16.1"
"CS00074	0.075	NC_017592.1	1	2036867	1458521	524002	25.7259	45.6942	35.7	16.1"
"CS00074	0.125	NC_017592.1	1	2036867	2430538	647064	31.7676	76.1092	35.7	16.1"
"CS00074	0.1	NC_017592.1	1	2036867	1943823	592640	29.0957	60.9081	35.7	16.1"
"CS00074	0.25	NC_017592.1	1	2036867	4860589	823018	40.4061	152.191	35.7	16.1"
"CS00074	0.5	NC_017592.1	1	2036867	9722601	1000977	49.143	304.477	35.7	16.1"
"CS00074	1.0	NC_017592.1	1	2036867	19446066	1172829	57.58	608.917	35.7	16.1"
"CS00075	0.025	NC_017592.1	1	2036867	388399	108826	5.34281	5.32173	35.4	4.83"
"CS00075	0.05	NC_017592.1	1	2036867	775545	159990	7.85471	10.6163	35.4	4.82"
"CS00075	0.075	NC_017592.1	1	2036867	1162644	196950	9.66926	15.9191	35.4	4.82"
"CS00075	0.125	NC_017592.1	1	2036867	1937581	250491	12.2979	26.5342	35.4	4.82"
"CS00075	0.1	NC_017592.1	1	2036867	1549631	226243	11.1074	21.2193	35.4	4.82"
"CS00075	0.25	NC_017592.1	1	2036867	3879381	341795	16.7804	53.1121	35.4	4.81"
"CS00075	0.5	NC_017592.1	1	2036867	7763579	445037	21.8491	106.322	35.4	4.81"
"CS00075	1.0	NC_017592.1	1	2036867	15539684	568463	27.9087	212.705	35.4	4.82"
"CS00076	0.025	NC_017592.1	1	2036867	452001	25004	1.22757	5.61623	35.4	3.63"
"CS00076	0.05	NC_017592.1	1	2036867	902195	37996	1.86541	11.2124	35.4	3.63"
"CS00076	0.075	NC_017592.1	1	2036867	1351638	49214	2.41616	16.7966	35.4	3.63"
"CS00076	0.125	NC_017592.1	1	2036867	2250535	63722	3.12843	27.9679	35.4	3.64"
"CS00076	0.1	NC_017592.1	1	2036867	1801272	57050	2.80087	22.3827	35.4	3.64"
"CS00076	0.25	NC_017592.1	1	2036867	4504590	88952	4.3671	55.9779	35.4	3.64"
"CS00076	0.5	NC_017592.1	1	2036867	9009235	119286	5.85635	111.949	35.4	3.65"
"CS00076	1.0	NC_017592.1	1	2036867	18011989	157848	7.74955	223.832	35.4	3.65"
"CS00153	0.025	NC_017592.1	1	2036867	552096	424358	20.8339	27.8246	35.7	47"
"CS00153	0.05	NC_017592.1	1	2036867	1104937	578957	28.4239	55.7351	35.7	47"
"CS00153	0.075	NC_017592.1	1	2036867	1657440	676628	33.2191	83.6266	35.7	47"
"CS00153	0.125	NC_017592.1	1	2036867	2764319	798854	39.2197	139.445	35.7	47"
"CS00153	0.1	NC_017592.1	1	2036867	2209540	749409	36.7922	111.489	35.7	47"
"CS00153	0.25	NC_017592.1	1	2036867	5524007	957380	47.0026	278.604	35.7	47"
"CS00153	0.5	NC_017592.1	1	2036867	11043517	1079296	52.988	556.891	35.7	47"
"CS00153	1.0	NC_017592.1	1	2036867	22085872	1174747	57.6742	1113.76	35.7	47"
"CS00154	0.025	NC_017592.1	1	2036867	635311	533135	26.1743	30.0683	35.7	46"
"CS00154	0.05	NC_017592.1	1	2036867	1271298	701117	34.4213	60.1281	35.7	46"
"CS00154	0.075	NC_017592.1	1	2036867	1906101	810567	39.7948	90.1634	35.7	46"
"CS00154	0.125	NC_017592.1	1	2036867	3175068	935875	45.9468	150.138	35.7	46"
"CS00154	0.1	NC_017592.1	1	2036867	2539573	882626	43.3325	120.106	35.7	46"
"CS00154	0.25	NC_017592.1	1	2036867	6353919	1108986	54.4457	300.426	35.7	46"
"CS00154	0.5	NC_017592.1	1	2036867	12704895	1254071	61.5686	600.637	35.7	46"
"CS00154	1.0	NC_017592.1	1	2036867	25406430	1369675	67.2442	1192.25	35.7	46"
"CS00155	0.025	NC_017592.1	1	2036867	403558	515733	25.3199	19.7554	35.7	48.8"
"CS00155	0.05	NC_017592.1	1	2036867	806398	709484	34.8321	39.4707	35.7	48.8"
"CS00155	0.075	NC_017592.1	1	2036867	1209887	823833	40.4461	59.2249	35.7	48.8"
"CS00155	0.125	NC_017592.1	1	2036867	2018995	969308	47.5882	98.8687	35.7	48.8"
"CS00155	0.1	NC_017592.1	1	2036867	1614283	906434	44.5014	79.0309	35.7	48.8"
"CS00155	0.25	NC_017592.1	1	2036867	4037147	1127384	55.3489	197.71	35.6	48.8"
"CS00155	0.5	NC_017592.1	1	2036867	8070851	1216990	59.7481	395.333	35.7	48.8"
"CS00155	1.0	NC_017592.1	1	2036867	16142370	1281196	62.9003	790.772	35.7	48.8"
"CS00156	0.025	NC_017592.1	1	2036867	909886	714447	35.0758	44.1648	35.8	49.5"
"CS00156	0.05	NC_017592.1	1	2036867	1816198	913776	44.8618	88.1277	35.8	49.5"
"CS00156	0.075	NC_017592.1	1	2036867	2725007	1022272	50.1885	132.211	35.8	49.5"
"CS00156	0.125	NC_017592.1	1	2036867	4536663	1135324	55.7387	220.19	35.8	49.5"
"CS00156	0.1	NC_017592.1	1	2036867	3630871	1088451	53.4375	176.177	35.8	49.5"
"CS00156	0.25	NC_017592.1	1	2036867	9071184	1245261	61.1361	440.284	35.8	49.5"
"CS00156	0.5	NC_017592.1	1	2036867	18156121	1325832	65.0917	881.466	35.8	49.5"
"CS00156	1.0	NC_017592.1	1	2036867	36295125	1388908	68.1884	1716.35	35.8	49.5"
"CS00157	0.025	NC_017592.1	1	2036867	957090	462270	22.6951	54.1529	35.6	52.8"
"CS00157	0.05	NC_017592.1	1	2036867	1913959	563562	27.6681	108.311	35.6	52.8"
"CS00157	0.075	NC_017592.1	1	2036867	2871726	636067	31.2277	162.482	35.6	52.8"
"CS00157	0.125	NC_017592.1	1	2036867	4786121	745145	36.5829	270.802	35.6	52.8"
"CS00157	0.1	NC_017592.1	1	2036867	3828317	696829	34.2108	216.619	35.6	52.8"
"CS00157	0.25	NC_017592.1	1	2036867	9575963	899308	44.1515	541.769	35.6	52.8"
"CS00157	0.5	NC_017592.1	1	2036867	19156146	1059745	52.0282	1083.87	35.6	52.8"
"CS00157	1.0	NC_017592.1	1	2036867	38310779	1206508	59.2335	2167.59	35.6	52.8"
"CS00158	0.025	NC_017592.1	1	2036867	1039021	694822	34.1123	51.443	35.7	46.3"
"CS00158	0.05	NC_017592.1	1	2036867	2077664	877589	43.0852	102.869	35.7	46.3"
"CS00158	0.075	NC_017592.1	1	2036867	3117124	983825	48.3009	154.358	35.7	46.3"
"CS00158	0.125	NC_017592.1	1	2036867	5193845	1102315	54.1182	257.116	35.7	46.2"
"CS00158	0.1	NC_017592.1	1	2036867	4155644	1051710	51.6337	205.744	35.7	46.2"
"CS00158	0.25	NC_017592.1	1	2036867	10385497	1240244	60.8898	514.1	35.7	46.3"
"CS00158	0.5	NC_017592.1	1	2036867	20770144	1358234	66.6825	1028.13	35.7	46.2"
"CS00158	1.0	NC_017592.1	1	2036867	41548109	1445370	70.9605	2023.77	35.7	46.3"
"CS00159	0.025	NC_017592.1	1	2036867	421737	316755	15.5511	23.803	35.6	50.8"
"CS00159	0.05	NC_017592.1	1	2036867	845658	395390	19.4117	47.756	35.6	50.8"
"CS00159	0.075	NC_017592.1	1	2036867	1268397	446489	21.9204	71.5964	35.6	50.8"
"CS00159	0.125	NC_017592.1	1	2036867	2114016	524633	25.7569	119.312	35.6	50.8"
"CS00159	0.1	NC_017592.1	1	2036867	1691760	489840	24.0487	95.4763	35.6	50.8"
"CS00159	0.25	NC_017592.1	1	2036867	4222179	644217	31.6278	238.308	35.6	50.8"
"CS00159	0.5	NC_017592.1	1	2036867	8445734	775420	38.0693	476.717	35.6	50.8"
"CS00159	1.0	NC_017592.1	1	2036867	16901858	934676	45.8879	954.017	35.6	50.8"
"CS00160	0.025	NC_017592.1	1	2036867	424774	376408	18.4798	21.8912	35.4	46.9"
"CS00160	0.05	NC_017592.1	1	2036867	849230	489335	24.0239	43.7495	35.4	46.9"
"CS00160	0.075	NC_017592.1	1	2036867	1270947	569856	27.9771	65.4905	35.4	46.9"
"CS00160	0.125	NC_017592.1	1	2036867	2120493	691148	33.9319	109.289	35.4	46.9"
"CS00160	0.1	NC_017592.1	1	2036867	1695816	633958	31.1242	87.3973	35.4	46.9"
"CS00160	0.25	NC_017592.1	1	2036867	4243669	864246	42.4302	218.688	35.4	46.9"
"CS00160	0.5	NC_017592.1	1	2036867	8485341	1035712	50.8483	437.298	35.4	46.9"
"CS00160	1.0	NC_017592.1	1	2036867	16968370	1184074	58.1321	874.415	35.4	46.9"
"CS00161	0.025	NC_017592.1	1	2036867	422302	536461	26.3376	20.6842	35.7	45.1"
"CS00161	0.05	NC_017592.1	1	2036867	844677	709886	34.8519	41.3724	35.7	45.1"
"CS00161	0.075	NC_017592.1	1	2036867	1266381	813453	39.9365	62.0484	35.7	45.1"
"CS00161	0.125	NC_017592.1	1	2036867	2113873	939694	46.1343	103.536	35.7	45.1"
"CS00161	0.1	NC_017592.1	1	2036867	1690176	886214	43.5087	82.8079	35.7	45.1"
"CS00161	0.25	NC_017592.1	1	2036867	4229056	1088898	53.4595	207.15	35.7	45.1"
"CS00161	0.5	NC_017592.1	1	2036867	8460254	1211482	59.4777	414.403	35.7	45.1"
"CS00161	1.0	NC_017592.1	1	2036867	16915296	1314328	64.5269	828.466	35.7	45.1"
"CS00162	0.025	NC_017592.1	1	2036867	440613	649868	31.9053	25.9198	35.6	28.7"
"CS00162	0.05	NC_017592.1	1	2036867	878701	841232	41.3003	51.7454	35.6	28.8"
"CS00162	0.075	NC_017592.1	1	2036867	1317567	955681	46.9192	77.5342	35.6	28.8"
"CS00162	0.125	NC_017592.1	1	2036867	2195471	1110779	54.5337	129.224	35.6	28.8"
"CS00162	0.1	NC_017592.1	1	2036867	1755802	1041564	51.1356	103.345	35.6	28.8"
"CS00162	0.25	NC_017592.1	1	2036867	4390131	1321694	64.8886	258.374	35.6	28.8"
"CS00162	0.5	NC_017592.1	1	2036867	8782867	1513454	74.303	516.892	35.6	28.8"
"CS00162	1.0	NC_017592.1	1	2036867	17565601	1665001	81.7432	1033.86	35.6	28.8"
"CS00163	0.025	NC_017592.1	1	2036867	253501	657082	32.2594	14.9492	35.5	31.7"
"CS00163	0.05	NC_017592.1	1	2036867	506840	788687	38.7206	29.9127	35.5	31.8"
"CS00163	0.075	NC_017592.1	1	2036867	758977	870721	42.7481	44.8093	35.5	31.8"
"CS00163	0.125	NC_017592.1	1	2036867	1264511	969043	47.5752	74.626	35.5	31.8"
"CS00163	0.1	NC_017592.1	1	2036867	1012626	927022	45.5122	59.7815	35.5	31.8"
"CS00163	0.25	NC_017592.1	1	2036867	2529453	1103265	54.1648	149.263	35.5	31.8"
"CS00163	0.5	NC_017592.1	1	2036867	5061046	1226290	60.2047	298.517	35.5	31.8"
"CS00163	1.0	NC_017592.1	1	2036867	10131921	1336011	65.5915	597.498	35.5	31.8"
"CS00164	0.025	NC_017592.1	1	2036867	507645	792626	38.914	29.7654	35.5	24.2"
"CS00164	0.05	NC_017592.1	1	2036867	1016172	959839	47.1233	59.6155	35.5	24.1"
"CS00164	0.075	NC_017592.1	1	2036867	1524959	1055353	51.8126	89.4602	35.5	24.1"
"CS00164	0.125	NC_017592.1	1	2036867	2541592	1180204	57.9421	149.131	35.5	24.1"
"CS00164	0.1	NC_017592.1	1	2036867	2033436	1126239	55.2927	119.322	35.5	24.1"
"CS00164	0.25	NC_017592.1	1	2036867	5079443	1339548	65.7651	298.092	35.5	24.1"
"CS00164	0.5	NC_017592.1	1	2036867	10163232	1494312	73.3633	596.447	35.5	24.1"
"CS00164	1.0	NC_017592.1	1	2036867	20329443	1623391	79.7004	1193.09	35.5	24.1"
"CS00165	0.025	NC_017592.1	1	2036867	1110257	313512	15.3919	27.6547	35.4	9.93"
"CS00165	0.05	NC_017592.1	1	2036867	2220082	407470	20.0047	55.3816	35.4	9.94"
"CS00165	0.075	NC_017592.1	1	2036867	3328387	473927	23.2674	83.0165	35.4	9.95"
"CS00165	0.125	NC_017592.1	1	2036867	5543004	561319	27.558	138.137	35.4	9.92"
"CS00165	0.1	NC_017592.1	1	2036867	4437208	523780	25.715	110.573	35.4	9.93"
"CS00165	0.25	NC_017592.1	1	2036867	11096337	674870	33.1327	276.543	35.4	9.92"
"CS00165	0.5	NC_017592.1	1	2036867	22187328	798229	39.1891	551.942	35.4	9.92"
"CS00165	1.0	NC_017592.1	1	2036867	44359054	915201	44.9318	941.255	35.5	9.92"
"CS00166	0.025	NC_017592.1	1	2036867	670143	919098	45.1231	40.2377	35.4	43.2"
"CS00166	0.05	NC_017592.1	1	2036867	1341240	1046401	51.3731	80.5544	35.4	43.2"
"CS00166	0.075	NC_017592.1	1	2036867	2011595	1122512	55.1097	120.822	35.4	43.2"
"CS00166	0.125	NC_017592.1	1	2036867	3354450	1208042	59.3088	201.464	35.4	43.2"
"CS00166	0.1	NC_017592.1	1	2036867	2683798	1173124	57.5945	161.19	35.4	43.2"
"CS00166	0.25	NC_017592.1	1	2036867	6710041	1317487	64.682	403.06	35.4	43.2"
"CS00166	0.5	NC_017592.1	1	2036867	13416969	1414090	69.4248	805.892	35.4	43.2"
"CS00166	1.0	NC_017592.1	1	2036867	26832315	1498038	73.5462	1611.72	35.4	43.2"
"CS00167	0.025	NC_017592.1	1	2036867	627355	633890	31.1208	32.7176	35.6	18.4"
"CS00167	0.05	NC_017592.1	1	2036867	1255928	795147	39.0377	65.4787	35.6	18.4"
"CS00167	0.075	NC_017592.1	1	2036867	1886258	896064	43.9923	98.2867	35.6	18.4"
"CS00167	0.125	NC_017592.1	1	2036867	3145639	1016769	49.9183	163.905	35.6	18.4"
"CS00167	0.1	NC_017592.1	1	2036867	2515588	963394	47.2978	131.099	35.6	18.4"
"CS00167	0.25	NC_017592.1	1	2036867	6297424	1172662	57.5718	328.072	35.6	18.4"
"CS00167	0.5	NC_017592.1	1	2036867	12584178	1301107	63.8779	655.59	35.6	18.4"
"CS00167	1.0	NC_017592.1	1	2036867	25161249	1408802	69.1651	1310.9	35.6	18.4"
"CS00168	0.025	NC_017592.1	1	2036867	540540	944905	46.3901	32.5032	35.5	40.1"
"CS00168	0.05	NC_017592.1	1	2036867	1081493	1082940	53.1669	65.0489	35.5	40.2"
"CS00168	0.075	NC_017592.1	1	2036867	1622787	1159382	56.9199	97.591	35.5	40.1"
"CS00168	0.125	NC_017592.1	1	2036867	2709830	1250948	61.4153	162.937	35.5	40.1"
"CS00168	0.1	NC_017592.1	1	2036867	2166444	1210109	59.4103	130.263	35.5	40.1"
"CS00168	0.25	NC_017592.1	1	2036867	5414143	1363819	66.9567	325.551	35.5	40.1"
"CS00168	0.5	NC_017592.1	1	2036867	10818423	1466477	71.9967	650.481	35.5	40.1"
"CS00168	1.0	NC_017592.1	1	2036867	21636143	1548009	75.9995	1300.9	35.5	40.1"
"CS00169	0.025	NC_017592.1	1	2036867	846826	956958	46.9819	49.1679	35.6	30.8"
"CS00169	0.05	NC_017592.1	1	2036867	1697248	1100577	54.0328	98.492	35.6	30.8"
"CS00169	0.075	NC_017592.1	1	2036867	2544692	1181859	58.0234	147.633	35.6	30.8"
"CS00169	0.125	NC_017592.1	1	2036867	4239608	1287509	63.2103	245.948	35.6	30.8"
"CS00169	0.1	NC_017592.1	1	2036867	3392364	1242302	60.9908	196.795	35.6	30.8"
"CS00169	0.25	NC_017592.1	1	2036867	8486515	1396620	68.5671	492.388	35.6	30.8"
"CS00169	0.5	NC_017592.1	1	2036867	16961914	1484102	72.862	984.021	35.6	30.8"
"CS00169	1.0	NC_017592.1	1	2036867	33907689	1550627	76.128	1966.97	35.6	30.8"
"CS00170	0.025	NC_017592.1	1	2036867	607163	802074	39.3778	34.7898	35.3	23.9"
"CS00170	0.05	NC_017592.1	1	2036867	1215758	967298	47.4895	69.662	35.3	23.9"
"CS00170	0.075	NC_017592.1	1	2036867	1824559	1054792	51.785	104.54	35.3	23.9"
"CS00170	0.125	NC_017592.1	1	2036867	3041273	1165597	57.225	174.284	35.3	23.9"
"CS00170	0.1	NC_017592.1	1	2036867	2433758	1118158	54.896	139.447	35.3	23.9"
"CS00170	0.25	NC_017592.1	1	2036867	6085167	1303733	64.0068	348.755	35.3	23.9"
"CS00170	0.5	NC_017592.1	1	2036867	12168184	1427518	70.084	697.37	35.3	23.9"
"CS00170	1.0	NC_017592.1	1	2036867	24339248	1519948	74.6219	1394.69	35.3	23.9"
"CS00171	0.025	NC_017592.1	1	2036867	1018394	48214	2.36707	14.0508	35	0.9"
"CS00171	0.05	NC_017592.1	1	2036867	2035970	67583	3.31799	28.0804	35	0.896"
"CS00171	0.075	NC_017592.1	1	2036867	3053959	85655	4.20523	42.1218	35	0.896"
"CS00171	0.125	NC_017592.1	1	2036867	5088507	114118	5.60262	70.19	35	0.898"
"CS00171	0.1	NC_017592.1	1	2036867	4073598	103064	5.05993	56.1869	35	0.896"
"CS00171	0.25	NC_017592.1	1	2036867	10169149	161611	7.93429	140.223	35	0.905"
"CS00171	0.5	NC_017592.1	1	2036867	20339454	219565	10.7795	244.799	35	0.9"
"CS00171	1.0	NC_017592.1	1	2036867	40686580	285926	14.0375	303.236	35	0.901"
"CS00172	0.025	NC_017592.1	1	2036867	828199	34106	1.67443	11.1994	34.8	1.14"
"CS00172	0.05	NC_017592.1	1	2036867	1652145	48045	2.35877	22.3332	34.8	1.15"
"CS00172	0.075	NC_017592.1	1	2036867	2479124	57764	2.83592	33.5164	34.8	1.14"
"CS00172	0.125	NC_017592.1	1	2036867	4128201	76168	3.73947	55.8081	34.8	1.14"
"CS00172	0.1	NC_017592.1	1	2036867	3303048	68137	3.34519	44.651	34.8	1.14"
"CS00172	0.25	NC_017592.1	1	2036867	8256844	116558	5.72242	111.644	34.8	1.14"
"CS00172	0.5	NC_017592.1	1	2036867	16513456	156569	7.68676	222.838	34.8	1.14"
"CS00172	1.0	NC_017592.1	1	2036867	33029294	208131	10.2182	286.194	34.8	1.14"
"CS00173	0.025	NC_017592.1	1	2036867	1248008	16190	0.794848	16.4337	34.8	0.971"
"CS00173	0.05	NC_017592.1	1	2036867	2492709	21019	1.03193	32.8259	34.8	0.969"
"CS00173	0.075	NC_017592.1	1	2036867	3739362	24548	1.20518	49.2426	34.8	0.968"
"CS00173	0.125	NC_017592.1	1	2036867	6235182	30371	1.49106	82.1058	34.8	0.971"
"CS00173	0.1	NC_017592.1	1	2036867	4984735	27750	1.36239	65.644	34.8	0.969"
"CS00173	0.25	NC_017592.1	1	2036867	12469770	39234	1.92619	164.2	34.8	0.968"
"CS00173	0.5	NC_017592.1	1	2036867	24956305	51975	2.55171	265.716	34.8	0.97"
"CS00173	1.0	NC_017592.1	1	2036867	49899657	67968	3.33689	322.597	34.8	0.968"
"CS00174	0.025	NC_017592.1	1	2036867	1339400	1663974	81.6928	84.9322	35.4	52.6"
"CS00174	0.05	NC_017592.1	1	2036867	2678029	1806202	88.6755	169.811	35.4	52.7"
"CS00174	0.075	NC_017592.1	1	2036867	4015911	1862465	91.4377	254.582	35.4	52.7"
"CS00174	0.125	NC_017592.1	1	2036867	6693284	1902923	93.424	424.327	35.4	52.7"
"CS00174	0.1	NC_017592.1	1	2036867	5353564	1887478	92.6657	339.382	35.4	52.7"
"CS00174	0.25	NC_017592.1	1	2036867	13383289	1928256	94.6677	848.314	35.4	52.7"
"CS00174	0.5	NC_017592.1	1	2036867	26775575	1935919	95.044	1697.16	35.4	52.7"
"CS00174	1.0	NC_017592.1	1	2036867	53553299	1937638	95.1284	3394.36	35.4	52.7"
"CS00175	0.025	NC_017592.1	1	2036867	1028777	1498416	73.5647	65.2133	35.5	52.5"
"CS00175	0.05	NC_017592.1	1	2036867	2057379	1706918	83.8012	130.412	35.5	52.5"
"CS00175	0.075	NC_017592.1	1	2036867	3083799	1792624	88.0089	195.511	35.5	52.5"
"CS00175	0.125	NC_017592.1	1	2036867	5137627	1866134	91.6179	325.743	35.5	52.5"
"CS00175	0.1	NC_017592.1	1	2036867	4110666	1839567	90.3136	260.61	35.5	52.5"
"CS00175	0.25	NC_017592.1	1	2036867	10271270	1916142	94.073	651.268	35.5	52.5"
"CS00175	0.5	NC_017592.1	1	2036867	20548687	1933770	94.9385	1302.9	35.5	52.5"
"CS00175	1.0	NC_017592.1	1	2036867	41085379	1936894	95.0918	2604.91	35.5	52.5"
"CS00176	0.025	NC_017592.1	1	2036867	1077447	1397789	68.6245	68.11	35.5	53.3"
"CS00176	0.05	NC_017592.1	1	2036867	2154219	1572619	77.2077	136.159	35.5	53.3"
"CS00176	0.075	NC_017592.1	1	2036867	3230181	1658318	81.4151	204.201	35.5	53.3"
"CS00176	0.125	NC_017592.1	1	2036867	5384899	1743493	85.5968	340.393	35.5	53.3"
"CS00176	0.1	NC_017592.1	1	2036867	4308158	1709716	83.9385	272.336	35.5	53.3"
"CS00176	0.25	NC_017592.1	1	2036867	10765238	1830950	89.8905	680.538	35.5	53.3"
"CS00176	0.5	NC_017592.1	1	2036867	21540288	1891317	92.8542	1361.7	35.5	53.3"
"CS00176	1.0	NC_017592.1	1	2036867	43102153	1923298	94.4243	2724.73	35.5	53.3"
"CS00177	0.025	NC_017592.1	1	2036867	931233	744577	36.555	55.1617	35.6	33"
"CS00177	0.05	NC_017592.1	1	2036867	1863182	863587	42.3978	110.353	35.6	33"
"CS00177	0.075	NC_017592.1	1	2036867	2796039	928813	45.6001	165.623	35.6	33"
"CS00177	0.125	NC_017592.1	1	2036867	4661864	1019970	50.0754	276.141	35.6	33"
"CS00177	0.1	NC_017592.1	1	2036867	3727300	978535	48.0412	220.778	35.6	33"
"CS00177	0.25	NC_017592.1	1	2036867	9328853	1141173	56.0259	552.639	35.6	33"
"CS00177	0.5	NC_017592.1	1	2036867	18662273	1255639	61.6456	1105.62	35.6	33"
"CS00177	1.0	NC_017592.1	1	2036867	37333454	1356359	66.5905	2211.49	35.6	33"
"CS00178	0.025	NC_017592.1	1	2036867	673325	930609	45.6883	40.0322	35.6	33.9"
"CS00178	0.05	NC_017592.1	1	2036867	1349089	1069241	52.4944	80.2121	35.6	34"
"CS00178	0.075	NC_017592.1	1	2036867	2024778	1148597	56.3904	120.401	35.6	34"
"CS00178	0.125	NC_017592.1	1	2036867	3370893	1243487	61.049	200.408	35.6	34"
"CS00178	0.1	NC_017592.1	1	2036867	2698493	1201117	58.9688	160.45	35.6	34"
"CS00178	0.25	NC_017592.1	1	2036867	6738630	1360805	66.8087	400.671	35.6	34"
"CS00178	0.5	NC_017592.1	1	2036867	13468601	1457361	71.5491	801	35.6	34"
"CS00178	1.0	NC_017592.1	1	2036867	26949429	1535517	75.3862	1602.56	35.6	34"
"CS00179	0.025	NC_017592.1	1	2036867	717793	776917	38.1427	41.7633	35.6	32.3"
"CS00179	0.05	NC_017592.1	1	2036867	1437251	916945	45.0174	83.6514	35.6	32.2"
"CS00179	0.075	NC_017592.1	1	2036867	2154746	995161	48.8574	125.438	35.6	32.2"
"CS00179	0.125	NC_017592.1	1	2036867	3594287	1100181	54.0134	209.241	35.6	32.2"
